Name,PublicOrPrivate,Area/Prefecture,SchoolClass,NumStudent,NumBorrower,NumNewBorrowerH27,NumExitLendingH22toH26,NumPostponeSchoolH27_ExitLendingH22toH26,NumPostponeGeneralH27_ExitLendingH22toH26,NumReductionH27_ExitLendingH22toH26,NumPaidUpH27_ExitLendingH22toH26,NumDelayedOver1DayH27_ExitLendingH22toH26,RatioDelayedOver1DayH27_ExitLendingH22toH26,NumDelayedOver3MonthsH27_ExitLendingH22toH26,RatioDelayedOver3MonthsH27_ExitLendingH22toH26,RatioDelayedOver3MonthsH23_ExitLendingH22,RatioDelayedOver3MonthsH24_ExitLendingH23,RatioDelayedOver3MonthsH25_ExitLendingH24,RatioDelayedOver3MonthsH26_ExitLendingH25,RatioDelayedOver3MonthsH27_ExitLendingH26,NumExitLendingH26,NumDelayedOver3MonthsH27_ExitLendingH26,RatioDelayedOver3MonthsH25_ExitLendingH20toH24,RatioDelayedOver3MonthsH26_ExitLendingH21toH25,NumExitLendingH21toH25,NumDelayedOver3MonthsH26_ExitLendingH21toH25
石川県立看護大学,公立,東海北陸,大学（学部）,357,149,45,190,22,1,0,18,8,0.042,1,0.005,0,0,0,0,0,44,0,0,0.005,187,1
石川県立大学,公立,東海北陸,大学（学部）,536,206,53,313,37,4,2,40,6,0.019,1,0.003,0,0,0,0.016,0,74,0,0,0.003,303,1
敦賀市立看護大学,公立,東海北陸,大学（学部）,112,,,2,,,,,,,,,,,,,,,,,,,
富山県立大学,公立,東海北陸,大学（学部）,1026,345,80,498,130,1,1,53,11,0.022,1,0.002,0.013,0,0,0.008,0,114,0,0.005,0.007,454,3
福井県立大学,公立,東海北陸,大学（学部）,1633,637,168,975,100,12,2,115,32,0.033,8,0.008,0.011,0.014,0.011,0.011,0.009,213,2,0.018,0.009,922,8
名古屋市立大学,公立,東海北陸,大学（学部）,3729,952,230,1389,199,17,1,198,30,0.022,8,0.006,0.009,0.003,0.01,0.011,0,287,0,0.005,0.005,1333,7
京都市立芸術大学,公立,近畿,大学（学部）,820,292,82,451,82,19,4,53,16,0.035,3,0.007,0.022,0.039,0.011,0,0.012,86,1,0.007,0.002,452,1
京都府立医科大学,公立,近畿,大学（学部）,1017,262,55,394,43,6,0,56,6,0.015,0,0,0,0,0,0.013,0,93,0,0,0.005,372,2
京都府立大学,公立,近畿,大学（学部）,1809,661,180,1051,216,18,4,121,23,0.022,6,0.006,0.005,0.01,0.005,0.004,0.005,219,1,0.002,0.005,1010,5
滋賀県立大学,公立,近畿,大学（学部）,2564,900,252,1378,232,16,4,169,33,0.024,7,0.005,0.007,0.007,0.008,0.003,0.011,279,3,0.004,0.007,1353,9
神戸市外国語大学,公立,近畿,大学（学部）,2178,792,217,1152,142,22,6,124,44,0.038,12,0.01,0.009,0.009,0.013,0.005,0.008,264,2,0.011,0.006,1146,7
神戸市看護大学,公立,近畿,大学（学部）,395,152,49,243,22,3,0,35,6,0.025,2,0.008,0.043,0,0,0.023,0.021,47,1,0.004,0.011,261,3
大阪市立大学,公立,近畿,大学（学部）,6540,1807,500,3148,592,41,8,363,94,0.03,19,0.006,0.009,0.006,0.003,0.005,0.011,540,6,0.008,0.006,3278,19
大阪府立大学,公立,近畿,大学（学部）,5915,1924,500,3314,850,44,7,361,71,0.021,12,0.004,0.005,0.003,0.001,0.008,0,627,0,0.003,0.006,3332,20
奈良県立医科大学,公立,近畿,大学（学部）,1036,334,65,464,27,8,3,58,11,0.024,5,0.011,0,0.01,0,0,0.012,83,1,0.004,0.006,472,3
奈良県立大学,公立,近畿,大学（学部）,654,280,82,433,55,16,2,53,22,0.051,6,0.014,0,0.055,0,0,0,91,0,0.016,0.002,407,1
福知山公立大学,公立,近畿,大学（学部）,133,99,19,133,4,5,1,6,17,0.128,6,0.045,0,0.032,0.045,0.054,0.083,24,2,0.059,0.031,129,4
兵庫県立大学,公立,近畿,大学（学部）,5518,2198,640,3483,709,56,9,355,112,0.032,23,0.007,0.009,0.005,0.011,0.01,0.017,722,12,0.01,0.008,3349,27
和歌山県立医科大学,公立,近畿,大学（学部）,965,352,75,391,24,0,0,49,2,0.005,0,0,0,0,0,0,0,88,0,0,0,380,0
岡山県立大学,公立,中国,大学（学部）,1638,712,171,1044,156,7,1,125,31,0.03,8,0.008,0,0.005,0.005,0,0.004,241,1,0.004,0.005,988,5
下関市立大学,公立,中国,大学（学部）,2122,1195,350,1712,168,32,9,169,83,0.048,17,0.01,0.01,0.01,0,0.006,0.006,328,2,0.011,0.011,1675,18
県立広島大学,公立,中国,大学（学部）,2469,1170,323,1728,175,19,4,176,45,0.026,6,0.003,0,0.003,0,0.005,0.003,330,1,0.001,0.006,1756,10
公立鳥取環境大学,公立,中国,大学（学部）,1187,688,184,517,65,16,1,38,30,0.058,9,0.017,0.01,0.026,0.041,0.021,0.02,149,3,0.029,0.017,479,8
広島市立大学,公立,中国,大学（学部）,1770,810,228,1191,209,28,4,110,32,0.027,10,0.008,0.009,0.008,0,0.008,0.009,228,2,0.004,0.008,1180,9
山口県立大学,公立,中国,大学（学部）,1316,683,180,1089,62,26,1,110,48,0.044,12,0.011,0,0.013,0.004,0.015,0,207,0,0.005,0.007,1090,8
山口東京理科大学,公立,中国,大学（学部）,845,391,190,314,52,5,1,24,21,0.067,4,0.013,0,0.034,0.034,0,0,70,0,0.03,0.01,293,3
新見公立大学,公立,中国,大学（学部）,262,141,35,96,20,2,0,10,0,0,0,0,0,0,0,0,0,46,0,0,0,50,0
島根県立大学,公立,中国,大学（学部）,1308,765,204,827,72,25,7,53,31,0.037,7,0.008,0.013,0.006,0.035,0.011,0.026,189,5,0.019,0.009,786,7
