Name,PublicOrPrivate,Area/Prefecture,SchoolClass,NumStudent,NumBorrower,NumNewBorrowerH27,NumExitLendingH22toH26,NumPostponeSchoolH27_ExitLendingH22toH26,NumPostponeGeneralH27_ExitLendingH22toH26,NumReductionH27_ExitLendingH22toH26,NumPaidUpH27_ExitLendingH22toH26,NumDelayedOver1DayH27_ExitLendingH22toH26,RatioDelayedOver1DayH27_ExitLendingH22toH26,NumDelayedOver3MonthsH27_ExitLendingH22toH26,RatioDelayedOver3MonthsH27_ExitLendingH22toH26,RatioDelayedOver3MonthsH23_ExitLendingH22,RatioDelayedOver3MonthsH24_ExitLendingH23,RatioDelayedOver3MonthsH25_ExitLendingH24,RatioDelayedOver3MonthsH26_ExitLendingH25,RatioDelayedOver3MonthsH27_ExitLendingH26,NumExitLendingH26,NumDelayedOver3MonthsH27_ExitLendingH26,RatioDelayedOver3MonthsH25_ExitLendingH20toH24,RatioDelayedOver3MonthsH26_ExitLendingH21toH25,NumExitLendingH21toH25,NumDelayedOver3MonthsH26_ExitLendingH21toH25
大阪ビジネスカレッジ専門学校,私立,大阪,専修学校,364,176,100,524,11,15,0,29,41,0.078,16,0.031,0.013,0.011,0.041,0.009,0.017,119,2,0.029,0.026,496,13
大阪ビューティーアート専門学校,私立,大阪,専修学校,713,381,216,936,13,34,4,65,112,0.12,29,0.031,0.053,0.026,0.038,0.033,0.022,181,4,0.048,0.04,903,36
大阪ファッションアート専門学校,私立,大阪,専修学校,9,,,5,,,,,,,,,,,,,,,,,,,
大阪ブライダル専門学校,私立,大阪,専修学校,357,198,109,379,15,8,0,23,43,0.113,11,0.029,,0.074,0.024,0.02,0.04,126,5,0.013,0.016,253,4
大阪ベルエベル美容専門学校,私立,大阪,専修学校,469,244,133,642,12,36,6,38,79,0.123,27,0.042,0.052,0.037,0.045,0.038,0.045,154,7,0.044,0.052,598,31
大阪ペピイ動物看護専門学校,私立,大阪,専修学校,290,147,74,334,17,9,3,29,20,0.06,7,0.021,0,0.059,0.029,0.028,0.019,108,2,0.021,0.019,270,5
大阪モード学園,私立,大阪,専修学校,622,318,120,710,34,37,8,50,96,0.135,29,0.041,0.043,0.058,0.027,0.04,0.029,140,4,0.047,0.039,718,28
大阪リゾート＆スポーツ専門学校,私立,大阪,専修学校,583,363,207,629,18,29,2,39,57,0.091,17,0.027,0.061,0.06,0.067,0.023,0.014,148,2,0.047,0.029,577,17
大阪リハビリテーション専門学校,私立,大阪,専修学校,191,97,30,243,8,4,0,41,10,0.041,2,0.008,0.011,0.051,0.048,0,0,39,0,0.026,0.007,298,2
大阪医専,私立,大阪,専修学校,1426,914,276,1486,128,66,10,150,107,0.072,35,0.024,0.007,0.034,0.045,0.008,0.033,334,11,0.029,0.019,1456,27
大阪医療センター附属看護学校,私立,大阪,専修学校,355,99,43,209,11,3,0,35,5,0.024,0,0,0,0,0,0,0,49,0,0,0,194,0
大阪医療看護専門学校,私立,大阪,専修学校,164,113,67,98,7,0,0,12,13,0.133,4,0.041,0,0.333,0,0.05,0,35,0,0.023,0.032,63,2
大阪医療技術学園専門学校,私立,大阪,専修学校,940,576,245,917,62,41,4,99,64,0.07,27,0.029,0.026,0.018,0.02,0.02,0.034,206,7,0.028,0.022,875,19
大阪医療秘書福祉専門学校,私立,大阪,専修学校,689,379,206,570,19,17,5,38,43,0.075,8,0.014,0.029,0.012,0,0.028,0.035,171,6,0.015,0.015,470,7
大阪医療福祉専門学校,私立,大阪,専修学校,960,490,166,809,68,17,4,90,43,0.053,14,0.017,0.025,0.03,0.028,0.006,0.022,232,5,0.017,0.013,699,9
大阪外語専門学校,私立,大阪,専修学校,383,187,97,445,27,23,1,32,48,0.108,18,0.04,0.054,0.044,0.016,0.038,0.017,120,2,0.035,0.042,428,18
大阪観光専門学校,私立,大阪,専修学校,497,240,140,528,3,15,0,37,46,0.087,11,0.021,0.031,0.009,0,0.038,0.034,146,5,0.011,0.033,483,16
大阪教育福祉専門学校,私立,大阪,専修学校,324,112,58,356,27,19,0,23,32,0.09,14,0.039,0.053,0.019,0.013,0.039,0.032,93,3,0.052,0.047,317,15
大阪警察病院看護専門学校,私立,大阪,専修学校,248,53,20,118,7,1,0,14,5,0.042,1,0.008,0,0,0.048,0,0,30,0,0.013,0,100,0
大阪芸術大学附属大阪美術専門学校,私立,大阪,専修学校,223,107,47,273,16,13,1,34,20,0.073,5,0.018,0,0,0.038,0,0.014,72,1,0.022,0.026,267,7
大阪健康ほいく専門学校,私立,大阪,専修学校,160,86,47,106,5,3,0,7,9,0.085,4,0.038,0,0,0.08,0.074,0.025,40,1,0.07,0.027,74,2
大阪建設専門学校,私立,大阪,専修学校,86,23,11,68,2,4,0,5,11,0.162,7,0.103,0.063,0,0.083,0.111,0.158,19,3,0.049,0.066,61,4
大阪工業技術専門学校,私立,大阪,専修学校,530,209,122,444,37,13,0,30,48,0.108,6,0.014,0.013,0,0.023,0.032,0.035,114,4,0.028,0.029,418,12
大阪航空専門学校,私立,大阪,専修学校,547,280,148,698,27,20,1,58,88,0.126,27,0.039,0.048,0.044,0.06,0.052,0.067,150,10,0.032,0.044,675,30
大阪行岡医療専門学校長柄校,私立,大阪,専修学校,544,304,103,345,38,9,0,40,21,0.061,7,0.02,0.047,0.091,0,0.009,0.008,121,1,0.061,0.03,270,8
大阪国際福祉専門学校,私立,大阪,専修学校,33,13,7,56,8,0,0,4,7,0.125,2,0.036,0,0,0.071,0,0.111,9,1,0.038,0.018,57,1
大阪済生会中津看護専門学校,私立,大阪,専修学校,237,53,22,91,5,1,0,6,2,0.022,0,0,0,0,0,0,0,25,0,0.013,0,83,0
大阪済生会野江看護専門学校,私立,大阪,専修学校,123,30,8,80,7,0,0,3,1,0.013,0,0,0,0,0,0,0,15,0,0,0,83,0
大阪歯科衛生士専門学校,私立,大阪,専修学校,171,104,41,116,7,2,0,15,3,0.026,1,0.009,0,0,0,0,0,19,0,0,0,128,0
大阪歯科学院専門学校,私立,大阪,専修学校,151,100,39,140,7,4,0,17,10,0.071,1,0.007,0.018,0,0,0.063,0,28,0,0.022,0.032,157,5
大阪歯科大学歯科衛生士専門学校,私立,大阪,専修学校,141,57,19,102,9,0,0,10,1,0.01,0,0,0.111,0,0,0,0,29,0,0,0,82,0
大阪歯科大学歯科技工士専門学校,私立,大阪,専修学校,31,,,33,,,,,,,,,,,,,,,,,,,
大阪自動車整備専門学校,私立,大阪,専修学校,155,86,52,158,1,1,0,10,17,0.108,7,0.044,0.043,0.067,0.036,0.05,0.054,37,2,0.056,0.045,157,7
大阪社会体育専門学校,私立,大阪,専修学校,199,110,63,370,17,12,0,25,41,0.111,15,0.041,0.042,0.058,0.039,0.048,0.014,74,1,0.064,0.064,390,25
大阪社会福祉専門学校,私立,大阪,専修学校,78,,,26,,,,,,,,,,,,,,,,,,,
大阪情報コンピュータ専門学校,私立,大阪,専修学校,930,549,213,715,25,41,6,63,66,0.092,25,0.035,0.035,0.102,0.028,0.067,0.038,182,7,0.046,0.048,648,31
大阪情報専門学校,私立,大阪,専修学校,294,210,75,328,10,18,2,21,30,0.091,14,0.043,0.038,0.104,0.015,0.083,0.042,95,4,0.038,0.049,286,14
大阪赤十字看護専門学校,私立,大阪,専修学校,135,61,21,126,9,0,0,20,3,0.024,2,0.016,0,0,0.042,0,0,25,0,0.009,0,118,0
大阪総合デザイン専門学校,私立,大阪,専修学校,457,217,98,716,9,31,6,40,54,0.075,17,0.024,0.015,0.035,0.026,0.053,0.018,168,3,0.033,0.023,645,15
大阪総合福祉専門学校,私立,大阪,専修学校,144,83,34,91,7,4,0,10,10,0.11,5,0.055,0.071,0,0,0,0.08,25,2,0.055,0.053,76,4
大阪中央理容美容専門学校,私立,大阪,専修学校,54,,,49,,,,,,,,,,,,,,,,,,,
大阪調理製菓専門学校,私立,大阪,専修学校,535,236,192,239,58,4,0,11,21,0.088,9,0.038,,0,0.056,0.023,0.04,174,7,0.1,0.047,64,3
大阪調理製菓専門学校ｅｃｏｌｅＵＭＥＤＡ,私立,大阪,専修学校,289,127,110,103,30,1,0,4,4,0.039,1,0.01,,,0,0,0.014,73,1,0,0,30,0
大阪電子専門学校,私立,大阪,専修学校,48,18,8,63,2,0,0,6,4,0.063,1,0.016,0.045,0,0.125,0,0,8,0,0.041,0.032,63,2
大阪動植物海洋専門学校,私立,大阪,専修学校,250,125,66,309,6,8,1,25,26,0.084,7,0.023,0,0.041,0.066,0.023,0.015,65,1,0.057,0.034,268,9
大阪動物専門学校,私立,大阪,専修学校,240,128,61,303,7,8,0,17,24,0.079,4,0.013,0.067,0.019,0,0.015,0.015,66,1,0.023,0.028,282,8
大阪動物専門学校天王寺校,私立,大阪,専修学校,222,131,72,225,2,4,1,16,20,0.089,3,0.013,0.042,0.023,0.048,0.022,0.021,47,1,0.059,0.044,225,10
大阪南医療センター附属大阪南看護学校,私立,大阪,専修学校,251,96,37,164,7,0,0,22,8,0.049,1,0.006,0,0.05,0,0,0,29,0,0,0.006,164,1
大阪美容専門学校,私立,大阪,専修学校,57,18,13,84,0,5,0,8,10,0.119,2,0.024,0.05,0,0.125,0.077,0,17,0,0.046,0.051,98,5
大阪病院附属看護専門学校,私立,大阪,専修学校,126,38,20,54,3,0,0,9,0,0,0,0,0,0,0,0,0,13,0,0,0,49,0
大阪府医師会看護専門学校,私立,大阪,専修学校,477,206,75,284,11,3,0,24,5,0.018,1,0.004,0,0.016,0,0.019,0,62,0,0.004,0.011,277,3
大阪府歯科医師会附属歯科衛生士専門学校,私立,大阪,専修学校,214,101,53,105,6,3,0,14,4,0.038,1,0.01,0,0,0,0.031,0,34,0,0,0.011,91,1
大阪府柔道整復師会専門学校,私立,大阪,専修学校,49,,,32,,,,,,,,,,,,,,,,,,,
大阪府病院協会看護専門学校,私立,大阪,専修学校,240,143,45,219,27,1,1,25,3,0.014,1,0.005,0,0,0.024,0,0,52,0,0.022,0.01,200,2
大阪文化服装学院,私立,大阪,専修学校,553,246,126,592,17,16,6,49,68,0.115,13,0.022,0.044,0.021,0.061,0.02,0.055,128,7,0.026,0.032,537,17
大阪保育福祉専門学校,私立,大阪,専修学校,223,120,65,218,5,8,0,17,24,0.11,8,0.037,0.029,0,0,0,0,57,0,0.025,0.036,193,7
大阪保健福祉専門学校,私立,大阪,専修学校,857,425,163,748,26,37,0,64,68,0.091,22,0.029,0.047,0.035,0.019,0.013,0.021,194,4,0.033,0.032,659,21
大阪法律専門学校,私立,大阪,専修学校,227,92,46,229,5,7,2,13,21,0.092,7,0.031,0.064,0.023,0.022,0,0.02,50,1,0.044,0.035,231,8
大阪法律専門学校天王寺校,私立,大阪,専修学校,432,175,124,360,8,20,0,24,37,0.103,12,0.033,0.05,0.069,0.048,0.025,0.038,105,4,0.056,0.033,307,10
大阪労災看護専門学校,私立,大阪,専修学校,120,29,13,66,4,1,0,5,3,0.045,1,0.015,0.077,0,0,0,0,12,0,0.016,0.014,72,1
大手前栄養学院専門学校,私立,大阪,専修学校,513,269,99,411,19,12,2,40,18,0.044,3,0.007,0.045,0.027,0,0.011,0.012,84,1,0.014,0.021,387,8
大精協看護専門学校,私立,大阪,専修学校,77,,,17,,,,,,,,,,,,,,,,,,,
中央ＩＴビジネス専門学校,私立,大阪,専修学校,32,,,48,,,,,,,,,,,,,,,,,,,
中央工学校ＯＳＡＫＡ,私立,大阪,専修学校,147,61,37,173,14,7,4,12,10,0.058,3,0.017,0.071,0.024,0,0.033,0,35,0,0.019,0.025,162,4
辻学園栄養専門学校,私立,大阪,専修学校,213,95,56,122,9,3,0,14,14,0.115,3,0.025,0,0.036,0,0.033,0,28,0,0,0.009,108,1
辻学園調理・製菓専門学校,私立,大阪,専修学校,189,92,61,109,4,7,1,6,13,0.119,5,0.046,0,0,0,0.077,0.025,40,1,0.049,0.054,93,5
辻製菓専門学校,私立,大阪,専修学校,672,284,188,457,17,16,1,30,48,0.105,15,0.033,0,0.018,0.069,0.032,0.025,158,4,0.045,0.033,303,10
辻調理師専門学校,私立,大阪,専修学校,982,293,197,470,12,14,1,40,56,0.119,15,0.032,0.059,0.02,0.05,0.086,0.033,184,6,0.047,0.049,308,15
東朋高等専修学校,私立,大阪,専修学校,11,,,2,,,,,,,,,,,,,,,,,,,
東洋Ｆデザイン専門学校,私立,大阪,専修学校,7,,,13,,,,,,,,,,,,,,,,,,,
東洋きもの専門学校,私立,大阪,専修学校,29,,,39,,,,,,,,,,,,,,,,,,,
東洋医療専門学校,私立,大阪,専修学校,954,627,251,1150,77,42,5,92,85,0.074,23,0.02,0.043,0.02,0.022,0.03,0.016,257,4,0.031,0.024,1097,26
南海福祉専門学校,私立,大阪,専修学校,207,122,73,306,6,18,0,15,39,0.127,14,0.046,0.06,0.058,0.067,0.056,0.022,90,2,0.045,0.034,263,9
南大阪看護専門学校,私立,大阪,専修学校,118,59,27,81,5,0,0,7,2,0.025,0,0,0,0,0,0,0,21,0,0.011,0,78,0
日本コンピュータ専門学校,私立,大阪,専修学校,83,18,7,52,4,6,0,2,3,0.058,2,0.038,0,0.091,0,0.091,0.1,10,1,0.023,0.104,48,5
日本メディカル福祉専門学校,私立,大阪,専修学校,147,40,14,73,4,0,0,7,8,0.11,4,0.055,0,0.083,0,0.167,0,13,0,0.017,0.108,65,7
日本モータースポーツ専門学校大阪校,私立,大阪,専修学校,214,92,52,222,2,11,2,15,23,0.104,5,0.023,0.022,0.019,0.044,0.029,0.022,45,1,0.041,0.023,222,5
日本医療学院専門学校,私立,大阪,専修学校,222,106,40,210,7,5,1,35,9,0.043,1,0.005,0,0,0,0.036,0,41,0,0.006,0.01,210,2
日本医療秘書専門学校,私立,大阪,専修学校,62,33,18,61,1,1,0,5,1,0.016,1,0.016,0,0,0,0.067,0,26,0,0.027,0.07,43,3
日本歯科学院専門学校,私立,大阪,専修学校,189,114,59,210,5,2,0,30,15,0.071,1,0.005,0,0,0.019,0,0,47,0,0.011,0,203,0
日本写真映像専門学校,私立,大阪,専修学校,105,50,27,102,1,6,1,4,11,0.108,3,0.029,0.056,0.059,0,0,0.029,34,1,0.029,0,94,0
日本分析化学専門学校,私立,大阪,専修学校,302,153,72,331,24,10,1,31,13,0.039,2,0.006,0,0.038,0.014,0.014,0,79,0,0.019,0.016,304,5
日本理工情報専門学校,私立,大阪,専修学校,149,,,38,,,,,,,,,,,,,,,,,,,
日本理容美容専門学校,私立,大阪,専修学校,36,20,10,102,0,4,1,9,16,0.157,5,0.049,0,0.033,0.071,0.042,0,15,0,0.051,0.092,120,11
美原看護専門学校,私立,大阪,専修学校,118,42,19,84,13,2,0,3,3,0.036,0,0,0,0,0,0.158,0,23,0,0,0.041,73,3
平成医療学園専門学校,私立,大阪,専修学校,475,261,127,494,47,9,11,38,35,0.071,13,0.026,0.018,0.029,0.051,0.028,0.027,75,2,0.04,0.023,522,12
放送芸術学院専門学校,私立,大阪,専修学校,590,325,188,254,15,11,1,14,22,0.087,10,0.039,,,0,0.06,0.033,152,5,0,0.059,102,6
豊中看護専門学校,私立,大阪,専修学校,127,57,19,78,2,0,0,9,0,0,0,0,0,0,0,0,0,16,0,0,0,74,0
北大阪福祉専門学校,私立,大阪,専修学校,11,,,14,,,,,,,,,,,,,,,,,,,
北斗会看護専門学校,私立,大阪,専修学校,73,17,11,56,0,0,1,3,7,0.125,1,0.018,0,0,0.067,0,0,6,0,0.039,0,57,0
箕面学園福祉保育専門学校,私立,大阪,専修学校,69,16,5,51,2,8,0,6,6,0.118,3,0.059,0,0,0,0.077,0,13,0,0.017,0.037,54,2
明治東洋医学院専門学校,私立,大阪,専修学校,457,182,46,508,59,28,10,42,43,0.085,20,0.039,0.017,0.01,0.055,0,0.091,121,11,0.026,0.014,485,7
淀川区医師会看護専門学校,私立,大阪,専修学校,134,,,34,,,,,,,,,,,,,,,,,,,
履正社医療スポーツ専門学校,私立,大阪,専修学校,758,470,196,1003,83,42,5,87,114,0.114,44,0.044,0.024,0.091,0.034,0.059,0.043,235,10,0.047,0.048,930,45
理容美容専門学校西日本ヘアメイクカレッジ,私立,大阪,専修学校,268,148,92,221,2,9,1,21,28,0.127,9,0.041,0.033,0.056,0.115,0.091,0,58,0,0.072,0.071,183,13
ＢＥＡＵＴＹＡＲＴＳＫＯＢＥ日本高等美容専門学校,私立,兵庫,専修学校,6,,,26,,,,,,,,,,,,,,,,,,,
はくほう会医療看護専門学校明石校,私立,兵庫,専修学校,87,,,2,,,,,,,,,,,,,,,,,,,
はくほう会医療専門学校赤穂校,私立,兵庫,専修学校,178,80,37,95,7,0,0,7,6,0.063,0,0,0,0,0,0,0,27,0,0,0.011,87,1
アルファジャパン美容専門学校,私立,兵庫,専修学校,49,,,40,,,,,,,,,,,,,,,,,,,
ヘアラルト阪神理容美容専門学校,私立,兵庫,専修学校,109,54,33,148,2,4,0,7,16,0.108,3,0.02,0,0.036,0.086,0.083,0,43,0,0.032,0.056,125,7
育成調理師専門学校,私立,兵庫,専修学校,23,,,7,,,,,,,,,,,,,,,,,,,
環境学園専門学校,私立,兵庫,専修学校,107,52,21,159,7,11,1,10,6,0.038,0,0,0.08,0.032,0,0,0,28,0,0.036,0.02,149,3
関西健康科学専門学校,私立,兵庫,専修学校,305,154,60,257,16,11,2,15,21,0.082,9,0.035,0.041,0,0.036,0.032,0.032,62,2,0.027,0.031,223,7
関西総合リハビリテーション専門学校,私立,兵庫,専修学校,350,229,91,271,15,9,0,22,13,0.048,4,0.015,0.023,0,0.016,0,0.016,61,1,0.008,0.008,262,2
関西保育福祉専門学校,私立,兵庫,専修学校,321,115,74,367,15,7,2,23,39,0.106,12,0.033,0.018,0.016,0.015,0.045,0,95,0,0.033,0.034,324,11
関西労災看護専門学校,私立,兵庫,専修学校,118,28,14,76,8,1,0,5,2,0.026,0,0,0,0,0,0,0,15,0,0.017,0.014,70,1
公益財団法人尼崎健康医療財団看護専門学校,私立,兵庫,専修学校,207,93,36,106,9,3,1,8,7,0.066,2,0.019,0,0,0,0,0.038,26,1,0.012,0.022,89,2
阪神自動車航空鉄道専門学校,私立,兵庫,専修学校,138,64,30,158,3,4,0,12,10,0.063,4,0.025,0,0,0.083,0,0,34,0,0.025,0.018,169,3
神戸ＹＭＣＡ学院専門学校,私立,兵庫,専修学校,25,,,31,,,,,,,,,,,,,,,,,,,
神戸こども総合専門学院,私立,兵庫,専修学校,37,,,16,,,,,,,,,,,,,,,,,,,
神戸カレッジ・オブ・ファッション,私立,兵庫,専修学校,5,,,8,,,,,,,,,,,,,,,,,,,
神戸ファッション専門学校,私立,兵庫,専修学校,86,42,19,78,4,0,1,9,4,0.051,1,0.013,0.053,0.063,0,0.133,0,14,0,0.013,0.064,78,5
神戸ブレーメン動物専門学校,私立,兵庫,専修学校,92,,,20,,,,,,,,,,,,,,,,,,,
神戸ベルェベル美容専門学校,私立,兵庫,専修学校,628,337,180,810,9,30,4,51,93,0.115,23,0.028,0.067,0.029,0.035,0.073,0.04,175,7,0.044,0.046,720,33
神戸リハビリテーション福祉専門学校,私立,兵庫,専修学校,132,57,26,105,3,2,0,24,1,0.01,0,0,0.074,0.043,0.182,0,0,24,0,0.021,0,100,0
神戸医療福祉専門学校三田校,私立,兵庫,専修学校,762,459,157,576,43,11,2,57,34,0.059,10,0.017,0.015,0.023,0.016,0,0.012,169,2,0.022,0.019,478,9
神戸医療福祉専門学校中央校,私立,兵庫,専修学校,185,73,41,177,8,1,2,22,17,0.096,7,0.04,0,0.04,0,0.043,0.049,41,2,0.02,0.03,169,5
神戸国際調理製菓専門学校,私立,兵庫,専修学校,303,109,79,160,9,4,0,11,9,0.056,0,0,0,0,0.037,0,0,63,0,0.04,0.01,105,1
神戸市医師会看護専門学校,私立,兵庫,専修学校,213,90,34,222,10,3,0,24,11,0.05,3,0.014,0.019,0.018,0,0.061,0,43,0,0.018,0.032,221,7
神戸市民間病院協会神戸看護専門学校,私立,兵庫,専修学校,205,59,19,124,11,2,0,11,1,0.008,1,0.008,0.028,0,0,0,0,32,0,0.008,0.009,116,1
神戸女子洋裁専門学校,私立,兵庫,専修学校,26,,,7,,,,,,,,,,,,,,,,,,,
神戸製菓専門学校,私立,兵庫,専修学校,324,128,81,295,11,4,0,20,22,0.075,7,0.024,0.05,0,0.018,0,0.026,76,2,0.022,0.019,262,5
神戸総合医療専門学校,私立,兵庫,専修学校,803,437,177,668,37,8,2,78,15,0.022,4,0.006,0.022,0.009,0.014,0,0.006,171,1,0.016,0.008,611,5
神戸中央病院附属看護専門学校,私立,兵庫,専修学校,107,,,16,,,,,,,,,,,,,,,,,,,
神戸電子専門学校,私立,兵庫,専修学校,1504,774,343,1610,53,61,10,119,131,0.081,40,0.025,0.032,0.036,0.024,0.023,0.013,372,5,0.025,0.025,1440,36
神戸動植物環境専門学校,私立,兵庫,専修学校,378,160,85,361,5,8,0,22,19,0.053,5,0.014,0.03,0,0,0.013,0.029,105,3,0.014,0.017,356,6
神戸文化服装学院,私立,兵庫,専修学校,28,,,14,,,,,,,,,,,,,,,,,,,
神戸理容美容専門学校,私立,兵庫,専修学校,249,110,64,172,3,4,0,9,13,0.076,8,0.047,0,0,0.026,0.029,0.096,52,5,0.031,0.029,138,4
摺河学園ハーベスト医療福祉専門学校,私立,兵庫,専修学校,391,144,69,334,15,11,3,31,28,0.084,10,0.03,0,0,0.074,0.026,0.026,77,2,0.058,0.036,281,10
西宮市医師会看護専門学校,私立,兵庫,専修学校,242,99,38,158,9,0,0,11,6,0.038,0,0,0,0,0,0,0,31,0,0.007,0.006,159,1
西神看護専門学校,私立,兵庫,専修学校,142,53,23,98,0,2,1,11,8,0.082,3,0.031,0,0,0,0.091,0.043,23,1,0,0.022,89,2
専門学校アートカレッジ神戸,私立,兵庫,専修学校,163,76,35,249,7,8,3,15,36,0.145,16,0.064,0.037,0.022,0,0.114,0.044,68,3,0.034,0.073,248,18
専門学校トヨタ神戸自動車大学校,私立,兵庫,専修学校,890,407,181,772,20,7,0,74,42,0.054,10,0.013,0.008,0.008,0.012,0.018,0.005,186,1,0.021,0.021,748,16
大原簿記専門学校神戸校,私立,兵庫,専修学校,551,241,140,635,37,29,6,46,36,0.057,7,0.011,0,0.01,0.017,0.013,0.006,180,1,0.021,0.013,526,7
東亜経理専門学校神戸駅前校,私立,兵庫,専修学校,34,,,32,,,,,,,,,,,,,,,,,,,
日本栄養専門学校,私立,兵庫,専修学校,156,69,35,220,3,6,0,18,11,0.05,2,0.009,0,0,0.042,0,0,50,0,0.034,0.005,199,1
日本工科大学校,私立,兵庫,専修学校,243,105,64,161,14,5,0,8,21,0.13,9,0.056,0,0,0,0.056,0.03,33,1,0.032,0.036,167,6
日本調理製菓専門学校,私立,兵庫,専修学校,251,92,51,183,6,3,2,7,14,0.077,4,0.022,0.048,0,0.053,0,0.036,55,2,0.017,0,148,0
姫路医療センター附属看護学校,私立,兵庫,専修学校,121,40,22,84,3,1,0,11,1,0.012,1,0.012,0,0,0.053,0,0,17,0,0.012,0.012,82,1
姫路経営医療専門学校,私立,兵庫,専修学校,92,43,18,57,2,1,0,5,0,0,0,0,0.083,0,0,0.286,0,21,0,0,0.045,44,2
姫路市医師会看護専門学校,私立,兵庫,専修学校,247,99,39,173,8,2,0,12,7,0.04,3,0.017,0,0.024,0,0,0,29,0,0.013,0.006,178,1
姫路歯科衛生専門学校,私立,兵庫,専修学校,126,69,25,104,6,1,1,8,11,0.106,4,0.038,0.063,0,0.04,0,0.042,24,1,0.013,0.022,91,2
姫路情報システム専門学校,私立,兵庫,専修学校,273,93,56,245,4,5,0,17,15,0.061,4,0.016,0,0.043,0,0.04,0.016,64,1,0.01,0.014,218,3
姫路赤十字看護専門学校,私立,兵庫,専修学校,119,,,32,,,,,,,,,,,,,,,,,,,
姫路福祉保育専門学校,私立,兵庫,専修学校,85,27,16,66,0,0,0,4,8,0.121,3,0.045,0.077,0,0,0,0.071,14,1,0.043,0.031,65,2
姫路理容美容専門学校,私立,兵庫,専修学校,175,87,57,119,1,3,0,9,14,0.118,2,0.017,0,0,0.045,0.077,0.025,40,1,0.012,0.031,97,3
兵庫栄養調理製菓専門学校,私立,兵庫,専修学校,248,117,58,220,7,9,0,22,19,0.086,5,0.023,0,0.038,0.047,0.038,0.05,60,3,0.028,0.03,200,6
兵庫歯科学院専門学校,私立,兵庫,専修学校,254,105,37,162,8,1,0,17,7,0.043,2,0.012,0.043,0,0.025,0,0.029,35,1,0.015,0,160,0
兵庫柔整専門学校,私立,兵庫,専修学校,102,,,36,,,,,,,,,,,,,,,,,,,
兵庫鍼灸専門学校,私立,兵庫,専修学校,50,,,36,,,,,,,,,,,,,,,,,,,
平成リハビリテーション専門学校,私立,兵庫,専修学校,390,170,50,330,21,11,0,25,20,0.061,2,0.006,0,0.063,0,0.015,0,71,0,0.012,0.013,303,4
平田調理専門学校,私立,兵庫,専修学校,3,,,10,,,,,,,,,,,,,,,,,,,
明石医療センター附属看護専門学校,私立,兵庫,専修学校,128,,,40,,,,,,,,,,,,,,,,,,,
橿原美容専門学校,私立,奈良,専修学校,63,,,43,,,,,,,,,,,,,,,,,,,
関西学研医療福祉学院,私立,奈良,専修学校,519,219,98,354,16,7,0,44,18,0.051,4,0.011,0.033,0.015,0,0.055,0,67,0,0.01,0.029,341,10
関西文化芸術学院,私立,奈良,専修学校,5,,,10,,,,,,,,,,,,,,,,,,,
阪奈中央看護専門学校,私立,奈良,専修学校,119,64,29,94,5,0,0,6,5,0.053,2,0.021,0,0.042,0,0,0,25,0,0.041,0.025,81,2
大原和服専門学園,私立,奈良,専修学校,45,20,13,60,6,1,0,9,2,0.033,0,0,0,0,0,0,0,10,0,0,0,71,0
